movie_title,genre,release_date,director,actor,rating,duration,language,country,box_office
Prince of Jutland (a.k.a. Royal Deceit),drama,1/5/2009,Euphemia Pingstone,Helenelizabeth Danielou,4.4,226,Gagauz,Tajikistan,Somoni
Star Trek: Of Gods and Men,drama,4/1/2003,Inness Boanas,Haily Keddey,4.5,196,Ndebele,Nauru,Dollar
Schlussmacher,action,11/8/2001,Dniren Morrissey,Worthy Keer,7.0,83,Aymara,China,Yuan Renminbi
Lady Jane,action,8/30/2013,Toby Ouldcott,Cele Rollinshaw,5.9,211,Hiri Motu,China,Yuan Renminbi
"Tomorrow, When the War Began",thriller,7/27/2011,Dougy Harrie,Garrik Chung,6.5,145,Burmese,Croatia,Kuna
"Swindle, The (Rien ne va plus)",thriller,7/3/2008,Sansone Josuweit,Cordell Hedin,6.5,218,Persian,Portugal,Euro
Muppets From Space,romance,7/2/2011,Rollo Bevir,Sterling Topley,8.0,183,Bosnian,Indonesia,Rupiah
"Girl with the Red Scarf, The (Selvi boylum, al yazmalim)",drama,5/4/2000,Natalya Bagshaw,Karlen Belson,6.2,84,Swedish,Poland,Zloty
I'm the One That I Want,romance,5/16/2022,Kelcie Cajkler,Inez Fortune,4.8,125,Oriya,Ukraine,Hryvnia
Hum Aapke Hain Koun...!,romance,7/25/2011,Vernon Chiommienti,Danica Hacquel,5.9,167,Bulgarian,Philippines,Peso
Castaway,thriller,4/17/2015,Lorain Andrag,Elysee Guerriero,5.9,201,Aymara,Indonesia,Rupiah
Restless Souls (Bag det stille ydre),romance,6/17/2005,Bard Bockler,Lowrance Jaszczak,8.9,115,Tetum,Portugal,Euro
Jim Breuer: And Laughter for All,romance,6/7/2007,Marena Duff,Nedda Uzielli,1.2,116,Czech,China,Yuan Renminbi
Orchestra Rehearsal (Prova d'orchestra),drama,8/30/2016,Emelita Feilden,Latashia Whannel,4.8,155,Catalan,China,Yuan Renminbi
Miss Sadie Thompson,comedy,8/31/2000,Tana Bandey,Raymond Gilliver,3.0,198,Arabic,Mongolia,Tugrik
"Last King of Scotland, The",thriller,3/28/2006,Crysta Silcock,Feliks Kitchener,9.4,113,German,Russia,Ruble
Napoleon and Samantha,drama,6/17/2009,Carri Corrigan,Martica Shipley,9.2,211,Kyrgyz,Cameroon,Franc
3 Idiots,drama,10/12/2013,Sadye O'Doherty,Emmit Ainslee,1.7,221,Swati,China,Yuan Renminbi
Reel Rock 7 ,comedy,2/3/2013,Emiline Bothe,Danika McArdell,2.3,215,Georgian,Bahamas,Dollar
To Rome with Love,drama,8/30/2019,Temp Gillis,Cecilia Dearsley,1.8,134,Georgian,Russia,Ruble
Redirected,romance,11/7/2013,Ralina Renon,Maureen Lismer,4.8,60,Telugu,Armenia,Dram
"Yellow Handkerchief, The",comedy,7/27/2012,Cahra Lumber,Sybila Huglin,2.1,98,New Zealand Sign Language,China,Yuan Renminbi
Prince Valiant,drama,6/5/2019,Riccardo Bleue,Rudy Moggan,7.2,175,Oriya,Guatemala,Quetzal
Grumpy Old Men,thriller,11/8/2000,Haleigh Gallimore,Ainslee Colliard,6.6,63,German,Japan,Yen
Blue Gold: World Water Wars,action,10/19/2010,Cathleen Skeats,Bernard Glancy,7.0,214,Norwegian,China,Yuan Renminbi
New Year's Eve,drama,10/2/2017,Diena Pawlicki,Gannie Cloute,6.3,79,Haitian Creole,Brazil,Real
Gulliver's Travels,romance,4/27/2007,Devonne Gerritsma,Lissi Casford,4.6,154,Oriya,Portugal,Euro
Seoul Searching,romance,11/30/2021,Marleah Ruecastle,Richmond Caldayrou,8.8,191,Swahili,Russia,Ruble
"Final Inquiry, The (Inquiry, The) (inchiesta, L')",thriller,7/10/2019,Gardner Giraudot,Alford Norley,5.4,100,Māori,Sweden,Krona
The Hour of the Lynx,comedy,3/15/2004,Cordula Doughartie,Merry Clemmett,6.8,166,Finnish,United States,Dollar
"Atomic Cafe, The",romance,3/23/2007,Gwenore Swinney,Lowell Carslake,2.3,223,Bislama,Czech Republic,Koruna
Reds,romance,1/26/2007,Willi Anmore,Aubrie Jockle,3.8,205,Northern Sotho,Colombia,Peso
Margin Call,thriller,7/19/2010,Vonny Proudley,Winifred Gulleford,2.3,132,Thai,Russia,Ruble
Bush Mama,drama,8/13/2000,Tootsie Schwant,Tristam Dalrymple,7.9,156,Dari,Indonesia,Rupiah
Bluebeard (Barbe Bleue),action,8/28/2003,Garvin Houlton,Xymenes Ferryman,6.2,71,Kashmiri,Portugal,Euro
"Legend of Hercules, The",thriller,5/5/2000,Chas Stinton,Daveen Sibley,1.2,214,Kurdish,Indonesia,Rupiah
"Giant Spider Invasion, The",comedy,2/13/2015,Nelson Linde,Sarge Antoniat,2.7,190,Moldovan,Czech Republic,Koruna
Romance,comedy,5/1/2011,Lizabeth Girtin,Keenan Jessel,6.1,69,Bengali,United States,Dollar
Shadrach,action,12/25/2009,Keefer Ashton,Cassondra Revell,6.4,212,Persian,China,Yuan Renminbi
Alvarez Kelly,thriller,2/27/2003,Trent Landeg,Parsifal Fenich,1.5,206,Bosnian,China,Yuan Renminbi
"Wicker Man, The",comedy,5/17/2018,Erskine Pratte,Pebrook Burchett,7.8,179,Hungarian,Colombia,Peso
Batman: Year One,action,10/18/2015,Cyril Hendrix,Sheelah Lodder,9.8,103,Telugu,Brazil,Real
Adulthood,drama,7/19/2017,Valene Lagne,Merrill O' Shea,3.3,154,Somali,China,Yuan Renminbi
Rusty Knife (Sabita naifu),comedy,12/18/2005,Michale Maylard,Ulrike Wilderspoon,6.4,64,Indonesian,Philippines,Peso
Walker,thriller,2/2/2008,Portie Matelyunas,Mandie Gronw,2.8,63,Bosnian,Brazil,Real
Two Rabbits (2 Coelhos),comedy,12/4/2016,Harmon Banville,Axel Westerman,3.0,103,Hiri Motu,China,Yuan Renminbi
Where the Day Takes You,thriller,1/12/2010,Yankee Cliff,Ricardo Glentz,4.7,64,Korean,Indonesia,Rupiah
Too Many Cooks,thriller,1/7/2013,Lay Foulkes,Kerwinn Ferbrache,9.1,135,Estonian,Yemen,Rial
"Trial of the Incredible Hulk, The",drama,9/15/2004,Bertram Kapelhof,Kitty Maric,3.1,233,Afrikaans,Kazakhstan,Tenge
D.O.A.,thriller,2/27/2014,Tatum Goldsworthy,Broderic Gumly,9.0,69,Latvian,Portugal,Euro
Carousel,comedy,7/31/2002,Cornie Spire,Kingsley Nolleau,7.4,181,Danish,Russia,Ruble
"Interrogation, The (Kuulustelu)",comedy,8/31/2010,Cissy Monckman,Woodman Girdlestone,9.0,175,Ndebele,Indonesia,Rupiah
Green Fire,drama,6/7/2007,Wenonah Gallop,Rainer Stearns,4.1,200,Romanian,Sri Lanka,Rupee
Ruby Sparks,thriller,9/26/2010,Jeanette Matula,Bennett Burgot,3.5,120,Nepali,Indonesia,Rupiah
"Plumm Summer, A",action,2/12/2006,Sibyl Llop,Giacobo Magnay,6.1,212,Persian,Canada,Dollar
"Perils of Gwendoline in the Land of the Yik Yak, The",drama,11/5/2021,Raf Sully,Archibald Pepler,8.2,157,West Frisian,Saudi Arabia,Rial
Cat-Women of the Moon (a.k.a. Rocket to the Moon),comedy,4/30/2014,Joni Dearl,Frazier McMurray,6.4,144,New Zealand Sign Language,Russia,Ruble
"Age of the Earth, The (A Idade da Terra)",romance,1/12/2007,Damaris Reddick,Devondra Woodhall,3.6,167,Punjabi,Indonesia,Rupiah
Freeze Me,comedy,4/24/2009,Antonie Bardell,Gelya Warner,5.8,240,Assamese,Sri Lanka,Rupee
"Proprietor, The",comedy,2/20/2015,Kat Glenny,Holt Lambarton,7.9,100,Montenegrin,Albania,Lek
"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The",comedy,4/10/2019,Othilie Padell,Ysabel Fawdrie,4.2,176,Khmer,Indonesia,Rupiah
Oxy-Morons,romance,8/18/2012,Sharai Siddon,James Schaumaker,2.9,79,Quechua,Russia,Ruble
Opposing Force,drama,1/27/2015,Hugh Gheeraert,Casandra Tampion,4.5,98,Polish,Japan,Yen
"Better Tomorrow III: Love and Death in Saigon, A",drama,6/15/2006,Gaile Westmerland,Si Gilfoyle,1.9,222,Northern Sotho,Syria,Pound
Panic Room,romance,3/3/2010,Nat Dello,Indira Harg,3.5,75,Lithuanian,El Salvador,Dollar
Lisbon Story,drama,5/3/2012,Sergio McAsgill,Rena Hatton,7.1,200,Guaraní,Russia,Ruble
Diva,action,6/20/2017,Modesta Huet,Reynolds McRavey,9.2,226,Māori,Japan,Yen
Switching Channels,action,6/10/2022,Vinnie Simionescu,Margaretha Mingey,1.4,236,Marathi,Poland,Zloty
"Groundstar Conspiracy, The",thriller,1/26/2018,Willy Thunnerclef,Kordula Ceschi,2.2,166,Luxembourgish,United States,Dollar
"Bicycle, Spoon, Apple (Bicicleta, cullera, poma)",thriller,8/15/2007,Arlina Server,Ninnette Saull,2.1,158,Northern Sotho,Japan,Yen
Old Joy,drama,5/4/2015,Yale Pragnall,Lyndsay Dewes,7.8,201,Swati,China,Yuan Renminbi
Hannah Arendt,drama,2/9/2002,Ricki Castelijn,Lucho Reeman,4.2,176,Maltese,Venezuela,Bolivar
"Bo Burnham: Words, Words, Words",action,9/26/2006,Eduardo Roan,Gale Wrathmell,6.5,103,Fijian,Indonesia,Rupiah
Heartbreak Hotel,comedy,4/23/2005,Brittaney Lanfere,Lucilia Spry,1.1,224,Dzongkha,Russia,Ruble
Mercy Streets,romance,12/11/2000,Rosalyn Allitt,Krystle Woolfitt,6.2,149,Montenegrin,Russia,Ruble
Jack Ryan: Shadow Recruit,romance,12/2/2012,Dulce Thornber,Brent Pettipher,5.9,181,Assamese,Central African Republic,Franc
Icon,action,4/8/2020,Bogart Francis,Nola Hanigan,9.8,201,German,Indonesia,Rupiah
The Good Son,drama,10/26/2006,Nealson Cauthra,Harv Belsher,4.5,199,Polish,Honduras,Lempira
"Movie, A",comedy,5/16/2018,Romeo Eddowis,Waiter Grime,7.5,119,Danish,Poland,Zloty
L'Italien,romance,5/4/2009,Fenelia Magee,Alexander Frackiewicz,3.3,106,Polish,China,Yuan Renminbi
Brotherhood of Death,drama,10/11/2006,Tandie McKimmey,Craggie Forton,8.1,155,Dhivehi,China,Yuan Renminbi
City Slickers II: The Legend of Curly's Gold,thriller,7/30/2006,Datha Morpeth,Morie Dossetter,7.2,90,Khmer,Philippines,Peso
"Christmas Story 2, A",romance,4/17/2002,Neel Alliberton,Derrek Barwell,5.4,142,Montenegrin,Philippines,Peso
Appointment with Death,action,8/2/2016,Amabel Lenoir,Babara Tadlow,5.4,101,Tamil,China,Yuan Renminbi
"Perfect Couple, A",romance,8/25/2002,Halimeda Doncom,Coriss Figura,2.6,190,Czech,Canada,Dollar
Where Danger Lives,comedy,11/5/2022,Vevay Hatherley,Allissa Birtwistle,2.3,203,Kurdish,Netherlands,Euro
Billy Liar,action,3/3/2020,Derrik Mayzes,Carl Ovitts,4.4,224,Spanish,Paraguay,Guarani
"Night of the Iguana, The",drama,4/28/2005,Elyssa Buterton,Rayna Wither,6.7,152,Norwegian,United States,Dollar
Loose Cannons,comedy,11/28/2003,Elliot Tetley,Stevie Pena,8.9,99,Khmer,China,Yuan Renminbi
"Monkey's Paw, The",action,9/29/2011,Huey Bereford,Hew Leguay,8.7,181,Swahili,Philippines,Peso
All Fall Down,thriller,6/30/2009,Anet Twells,Sigvard Dener,5.7,168,Polish,Russia,Ruble
Fled,action,12/11/2000,Davie Crosetto,Auberon Klampt,6.4,89,Zulu,Brazil,Real
"Razor's Edge, The",thriller,1/24/2021,Derward Beckles,Zerk Windle,5.0,175,Norwegian,Brazil,Real
Tangled,drama,10/30/2016,Clemmy Ledward,Abelard McGaugey,5.2,184,Finnish,Ethiopia,Birr
B*A*P*S,comedy,3/16/2015,Hartwell Pirdue,Daria Budnik,8.5,122,Arabic,China,Yuan Renminbi
